,URL,Verified,Verified Accounts,Year,Quarter,Month,Day,Name / ID,Location,Has Description,Followers,Status Available,Accounts Without a Link,Brand,Market,Platform
365,twitter.com/npyear,False,False,2022,Qtr 2,May,9,Dove Men Paraguay,Paraguay,Has Description,4076.0,True,Has Link,aquapeak,Morocco,Twitter
366,twitter.com/nauees,True,True,2021,Qtr 4,December,31,Dove Men+Care,Australia,Has Description,966.0,True,Has Link,bassvest,Global,Twitter
367,twitter.com/nauees,True,True,2022,Qtr 1,January,31,Dove Men+Care,Australia,Has Description,965.0,True,Has Link,bassvest,Global,Twitter
368,twitter.com/nauees,True,True,2022,Qtr 2,May,9,Dove Men+Care,Australia,Has Description,965.0,True,Has Link,bassvest,Global,Twitter
369,twitter.com/areemx,True,True,2021,Qtr 4,December,31,Dove Men+Care,United States,Has Description,36487.0,True,No Link,handfoxy,Hong Kong,Twitter
370,twitter.com/areemx,True,True,2022,Qtr 1,January,31,Dove Men+Care,United States,Has Description,36405.0,True,No Link,handfoxy,Hong Kong,Twitter
371,twitter.com/areemx,True,True,2022,Qtr 2,May,9,Dove Men+Care,United States,Has Description,36476.0,True,No Link,handfoxy,Hong Kong,Twitter
372,twitter.com/_zaeph,True,True,2021,Qtr 4,December,31,Dove Men+Care,South Africa,Has Description,1217.0,True,Has Link,dualjape,Indonesia,Twitter
373,twitter.com/_zaeph,True,True,2022,Qtr 1,January,31,Dove Men+Care,South Africa,Has Description,1208.0,True,Has Link,dualjape,Indonesia,Twitter
374,twitter.com/_zaeph,True,True,2022,Qtr 2,May,9,Dove Men+Care,South Africa,Has Description,1197.0,True,Has Link,dualjape,Indonesia,Twitter
375,twitter.com/ileeuk,False,False,2021,Qtr 4,December,31,Dove Men+Care,"Santiago, Chile.",Has Description,1576.0,True,Has Link,weiwind,Malaysia,Twitter
376,twitter.com/ileeuk,False,False,2022,Qtr 2,May,9,Dove Men+Care,"Santiago, Chile.",Has Description,1571.0,True,Has Link,weiwind,Malaysia,Twitter
377,twitter.com/nukbia,True,True,2021,Qtr 4,December,31,Dove Men+Care,Vietnam,Has Description,37595.0,True,Has Link,germanrosy,Paraguay,Twitter
378,twitter.com/nukbia,True,True,2022,Qtr 1,January,31,Dove Men+Care,Vietnam,Has Description,37813.0,True,Has Link,germanrosy,Paraguay,Twitter
379,twitter.com/nukbia,True,True,2022,Qtr 2,May,9,Dove Men+Care,Vietnam,Has Description,38171.0,True,No Link,germanrosy,Paraguay,Twitter
380,twitter.com/mennya,False,False,2021,Qtr 4,December,31,Dove Men+Care,Vietnam,Has Description,4469.0,True,Has Link,songseem,Global,Twitter
381,twitter.com/mennya,False,False,2022,Qtr 1,January,31,Dove Men+Care,Vietnam,Has Description,4457.0,True,Has Link,songseem,Global,Twitter
382,twitter.com/mennya,False,False,2022,Qtr 2,May,9,Dove Men+Care,Vietnam,Has Description,4427.0,True,Has Link,songseem,Global,Twitter
383,twitter.com/narare,False,False,2021,Qtr 4,December,31,Dove Men+Care Arg,Vietnam,Has Description,2655.0,True,No Link,songseem,Colombia,Twitter
384,twitter.com/narare,False,False,2022,Qtr 1,January,31,Dove Men+Care Arg,Vietnam,Has Description,2654.0,True,No Link,songseem,Colombia,Twitter
385,twitter.com/narare,False,False,2022,Qtr 2,May,9,Dove Men+Care Arg,Vietnam,Has Description,2645.0,True,No Link,songseem,Colombia,Twitter
386,twitter.com/esgdia,False,False,2021,Qtr 4,December,31,Dove MEN+CARE SG,Vietnam,Has Description,4.0,True,Has Link,handfoxy,India,Twitter
387,twitter.com/esgdia,False,False,2022,Qtr 1,January,31,Dove MEN+CARE SG,Vietnam,Has Description,4.0,True,Has Link,handfoxy,India,Twitter
388,twitter.com/esgdia,False,False,2022,Qtr 2,May,9,Dove MEN+CARE SG,Vietnam,Has Description,5.0,True,Has Link,handfoxy,India,Twitter
389,twitter.com/iyeuoy,True,True,2021,Qtr 4,December,31,Dove Men+Care TR,Vietnam,Has Description,4558.0,True,Has Link,aquapeak,Pakistan,Twitter
390,twitter.com/iyeuoy,True,True,2022,Qtr 1,January,31,Dove Men+Care TR,Vietnam,Has Description,4550.0,True,Has Link,aquapeak,Pakistan,Twitter
391,twitter.com/iyeuoy,True,True,2022,Qtr 2,May,9,Dove Men+Care TR,Vietnam,Has Description,4536.0,True,Has Link,aquapeak,Pakistan,Twitter
392,twitter.com/mex_pk,True,True,2021,Qtr 4,December,31,Dove México,Mexico City,Has Description,8599.0,True,Has Link,dualjape,Turkey,Twitter
393,twitter.com/mex_pk,True,True,2022,Qtr 1,January,31,Dove México,Mexico City,Has Description,8595.0,True,Has Link,dualjape,Turkey,Twitter
394,twitter.com/mex_pk,True,True,2022,Qtr 2,May,9,Dove México,Mexico City,Has Description,8599.0,True,Has Link,dualjape,Turkey,Twitter
395,twitter.com/_pk_uy,False,False,2021,Qtr 4,December,31,Dove Pakistan,Pakistan,Has Description,2643.0,True,Has Link,dualjape,Global,Twitter
396,twitter.com/_pk_uy,False,False,2022,Qtr 1,January,31,Dove Pakistan,Pakistan,Has Description,2645.0,True,Has Link,dualjape,Global,Twitter
397,twitter.com/_pk_uy,False,False,2022,Qtr 2,May,9,Dove Pakistan,Pakistan,Has Description,2638.0,True,Has Link,dualjape,Global,Twitter
398,twitter.com/_PY_za,False,False,2021,Qtr 4,December,31,Dove Paraguay,Vietnam,Has Description,8028.0,True,Has Link,aquapeak,Paraguay,Twitter
399,twitter.com/_PY_za,False,False,2022,Qtr 1,January,31,Dove Paraguay,Vietnam,Has Description,8024.0,True,Has Link,aquapeak,Paraguay,Twitter
400,twitter.com/_PY_za,False,False,2022,Qtr 2,May,9,Dove Paraguay,Vietnam,Has Description,8005.0,True,Has Link,aquapeak,Paraguay,Twitter
401,twitter.com/_ph_TR,False,False,2021,Qtr 4,December,31,Dove Philippines,Philippines,Has Description,12004.0,True,Has Link,dualjape,"Venezuela, Bolivarian Republic of",Twitter
402,twitter.com/_ph_TR,False,False,2022,Qtr 1,January,31,Dove Philippines,Philippines,Has Description,11986.0,True,Has Link,dualjape,"Venezuela, Bolivarian Republic of",Twitter
403,twitter.com/_ph_TR,False,False,2022,Qtr 2,May,9,Dove Philippines,Philippines,Has Description,11933.0,True,Has Link,dualjape,"Venezuela, Bolivarian Republic of",Twitter
404,twitter.com/_thina,True,True,2021,Qtr 4,December,31,Dove TH,Thailand,Has Description,154.0,True,Has Link,dualjape,United Kingdom of Great Britain and Northern Island,Twitter
405,twitter.com/_thina,True,True,2022,Qtr 1,January,31,Dove TH,Thailand,Has Description,155.0,True,Has Link,dualjape,United Kingdom of Great Britain and Northern Island,Twitter
406,twitter.com/_thina,True,True,2022,Qtr 2,May,9,Dove TH,Thailand,Has Description,212.0,True,Has Link,dualjape,United Kingdom of Great Britain and Northern Island,Twitter
407,twitter.com/_TRebr,True,True,2021,Qtr 4,December,31,Dove Türkiye,Vietnam,Has Description,20630.0,True,Has Link,handfoxy,United States of America,Twitter
408,twitter.com/_TRebr,True,True,2022,Qtr 1,January,31,Dove Türkiye,Vietnam,Has Description,20574.0,True,Has Link,handfoxy,United States of America,Twitter
409,twitter.com/_TRebr,True,True,2022,Qtr 2,May,9,Dove Türkiye,Vietnam,Has Description,20531.0,True,Has Link,handfoxy,United States of America,Twitter
410,twitter.com/euk_py,True,True,2021,Qtr 4,December,31,Dove UK & Ireland,United Kingdom,Has Description,15907.0,True,Has Link,techfond,Peru,Twitter
411,twitter.com/euk_py,True,True,2022,Qtr 1,January,31,Dove UK & Ireland,United Kingdom,Has Description,15871.0,True,Has Link,techfond,Peru,Twitter
412,twitter.com/euk_py,True,True,2022,Qtr 2,May,9,Dove UK & Ireland,United Kingdom,Has Description,15817.0,True,Has Link,techfond,Peru,Twitter
413,twitter.com/_uyada,False,False,2021,Qtr 4,December,31,Dove Uruguay,Uruguay,Has Description,16592.0,True,Has Link,dualjape,United Kingdom of Great Britain and Northern Island,Twitter
414,twitter.com/_uyada,False,False,2022,Qtr 1,January,31,Dove Uruguay,Uruguay,Has Description,16591.0,True,Has Link,dualjape,United Kingdom of Great Britain and Northern Island,Twitter
415,twitter.com/_uyada,False,False,2022,Qtr 2,May,9,Dove Uruguay,Uruguay,Has Description,16599.0,True,Has Link,dualjape,United Kingdom of Great Britain and Northern Island,Twitter
416,twitter.com/_arind,True,True,2021,Qtr 4,December,31,dove_ar,Argentina,Has Description,31097.0,True,Has Link,carslord,Saudi Arabia,Twitter
417,twitter.com/_arind,True,True,2022,Qtr 1,January,31,dove_ar,Argentina,Has Description,31065.0,True,Has Link,carslord,Saudi Arabia,Twitter
418,twitter.com/_arind,True,True,2022,Qtr 2,May,9,dove_ar,Argentina,Has Description,30992.0,True,Has Link,carslord,Saudi Arabia,Twitter
419,twitter.com/IDNmex,False,False,2021,Qtr 4,December,31,Dove_IDN,Vietnam,No Description,0.0,True,No Link,ironsoft,Spain,Twitter
420,twitter.com/ephnuk,False,False,2021,Qtr 4,December,31,DoveMenCarePH,Philippines,Has Description,115.0,True,No Link,dualjape,Kazakhstan,Twitter
421,twitter.com/ephnuk,False,False,2022,Qtr 1,January,31,DoveMenCarePH,Philippines,Has Description,114.0,True,No Link,dualjape,Kazakhstan,Twitter
422,twitter.com/ephnuk,False,False,2022,Qtr 2,May,9,DoveMenCarePH,Philippines,Has Description,114.0,True,No Link,dualjape,Kazakhstan,Twitter
423,twitter.com/_nl_PY,False,False,2021,Qtr 4,December,31,DoveNL,Rotterdam,Has Description,14332.0,True,Has Link,handfoxy,United States of America,Twitter
424,twitter.com/_nl_PY,False,False,2022,Qtr 1,January,31,DoveNL,Rotterdam,Has Description,14308.0,True,Has Link,handfoxy,United States of America,Twitter
425,twitter.com/_nl_PY,False,False,2022,Qtr 2,May,9,DoveNL,Rotterdam,Has Description,14249.0,True,Has Link,handfoxy,United States of America,Twitter
426,twitter.com/dor_jp,False,False,2021,Qtr 4,December,31,Efecto Axe Ecuador,Vietnam,Has Description,953.0,True,Has Link,techfond,Russian Federation,Twitter
427,twitter.com/dor_jp,False,False,2022,Qtr 2,May,9,Efecto Axe Ecuador,Vietnam,Has Description,945.0,True,Has Link,techfond,Russian Federation,Twitter
428,twitter.com/yMEile,False,False,2021,Qtr 4,December,31,Fair & Lovely Arabia,Vietnam,No Description,64.0,False,No Link,ironsoft,Serbia,Twitter
429,twitter.com/yMEile,False,False,2022,Qtr 1,January,31,Fair & Lovely Arabia,Vietnam,No Description,64.0,False,No Link,ironsoft,Serbia,Twitter
430,twitter.com/yMEile,False,False,2022,Qtr 2,May,9,Fair & Lovely Arabia,Vietnam,No Description,65.0,False,No Link,ironsoft,Serbia,Twitter
431,twitter.com/diadal,False,False,2022,Qtr 2,May,9,Fair & Lovely India,India,No Description,43.0,True,Has Link,carslord,Singapore,Twitter
432,twitter.com/_Pyeru,False,False,2021,Qtr 4,December,31,Fair & Lovely India,India,No Description,44.0,True,Has Link,techfond,Hungary,Twitter
433,twitter.com/yMY,False,False,2021,Qtr 4,December,31,Fair & Lovely MY,Vietnam,Has Description,377.0,True,No Link,aquapeak,Slovakia,Twitter
434,twitter.com/yMY,False,False,2022,Qtr 1,January,31,Fair & Lovely MY,Vietnam,Has Description,377.0,True,No Link,aquapeak,Slovakia,Twitter
435,twitter.com/yMY,False,False,2022,Qtr 2,May,9,Fair & Lovely MY,Vietnam,Has Description,374.0,True,No Link,aquapeak,Slovakia,Twitter
436,twitter.com/jan_ru,False,False,2022,Qtr 1,January,31,Axeappolo,Vietnam,No Description,1.0,True,No Link,aquapeak,Canada,Twitter
437,twitter.com/uaydor,False,False,2021,Qtr 4,December,31,clearparis,Vietnam,No Description,1.0,True,No Link,dualjape,Poland,Twitter
438,twitter.com/uaydor,False,False,2022,Qtr 1,January,31,clearparis,Vietnam,No Description,1.0,True,No Link,dualjape,Poland,Twitter
439,twitter.com/ileeuk,False,False,2022,Qtr 1,January,31,dovemen,Vietnam,No Description,1.0,True,No Link,weiwind,Malaysia,Twitter
440,twitter.com/dor_jp,False,False,2022,Qtr 1,January,31,elefectoaxe,Vietnam,No Description,1.0,True,No Link,techfond,Russian Federation,Twitter
441,twitter.com/diadal,False,False,2022,Qtr 1,January,31,fairandlovely,Vietnam,No Description,1.0,True,No Link,carslord,Singapore,Twitter
442,twitter.com/_jp,False,False,2022,Qtr 1,January,31,mydove,Vietnam,No Description,1.0,True,No Link,ironsoft,Slovenia,Twitter
443,twitter.com/eceuay,False,False,2022,Qtr 1,January,31,theaxeeffect,Vietnam,No Description,1.0,True,No Link,handfoxy,Ecuador,Twitter
444,twitter.com/uoyada,False,False,2021,Qtr 4,December,31,Lifebuoy,Vietnam,Has Description,69.0,True,No Link,dualjape,Portugal,Twitter
445,twitter.com/uoyada,False,False,2022,Qtr 1,January,31,Lifebuoy,Vietnam,Has Description,69.0,True,No Link,dualjape,Portugal,Twitter
446,twitter.com/uoyada,False,False,2022,Qtr 2,May,9,Lifebuoy,Vietnam,Has Description,69.0,True,No Link,dualjape,Portugal,Twitter
447,twitter.com/_pyana,False,False,2021,Qtr 4,December,31,Lifebuoy,Paraguay,Has Description,395.0,True,Has Link,dualjape,Russian Federation,Twitter
448,twitter.com/_pyana,False,False,2022,Qtr 1,January,31,Lifebuoy,Paraguay,Has Description,397.0,True,Has Link,dualjape,Russian Federation,Twitter
449,twitter.com/_pyana,False,False,2022,Qtr 2,May,9,Lifebuoy,Paraguay,Has Description,395.0,True,Has Link,dualjape,Russian Federation,Twitter
450,twitter.com/oapmen,True,True,2021,Qtr 4,December,31,Lifebuoy,United Kingdom,Has Description,10479.0,True,No Link,aquapeak,United States of America,Twitter
451,twitter.com/oapmen,True,True,2022,Qtr 1,January,31,Lifebuoy,United Kingdom,Has Description,10482.0,True,No Link,aquapeak,United States of America,Twitter
452,twitter.com/oapmen,True,True,2022,Qtr 2,May,9,Lifebuoy,United Kingdom,Has Description,10552.0,True,No Link,aquapeak,United States of America,Twitter
453,twitter.com/biayfc,False,False,2021,Qtr 4,December,31,Lifebuoy Arabia,Middle East,Has Description,12949.0,True,Has Link,germanrosy,Romania,Twitter
454,twitter.com/biayfc,False,False,2022,Qtr 1,January,31,Lifebuoy Arabia,Middle East,Has Description,12942.0,True,Has Link,germanrosy,Romania,Twitter
455,twitter.com/biayfc,False,False,2022,Qtr 2,May,9,Lifebuoy Arabia,Middle East,Has Description,12898.0,True,Has Link,germanrosy,Romania,Twitter
456,twitter.com/ybryph,False,False,2021,Qtr 4,December,31,Lifebuoy Brasil,Vietnam,Has Description,653.0,True,Has Link,dualjape,Saudi Arabia,Twitter
457,twitter.com/ybryph,False,False,2022,Qtr 1,January,31,Lifebuoy Brasil,Vietnam,Has Description,653.0,True,Has Link,dualjape,Saudi Arabia,Twitter
458,twitter.com/ybryph,False,False,2022,Qtr 2,May,9,Lifebuoy Brasil,Vietnam,Has Description,650.0,True,Has Link,dualjape,Saudi Arabia,Twitter
459,twitter.com/adaypk,False,False,2021,Qtr 4,December,31,Lifebuoy Canada,Vietnam,Has Description,1.0,False,No Link,germanrosy,Singapore,Twitter
460,twitter.com/adaypk,False,False,2022,Qtr 1,January,31,Lifebuoy Canada,Vietnam,Has Description,1.0,False,No Link,germanrosy,Singapore,Twitter
461,twitter.com/adaypk,False,False,2022,Qtr 2,May,9,Lifebuoy Canada,Vietnam,Has Description,1.0,False,No Link,germanrosy,Singapore,Twitter
462,twitter.com/yfcoap,False,False,2021,Qtr 4,December,31,Lifebuoy FC,Vietnam,No Description,39.0,True,No Link,handfoxy,"Taiwan, Province of China",Twitter
463,twitter.com/yfcoap,False,False,2022,Qtr 1,January,31,Lifebuoy FC,Vietnam,No Description,39.0,True,No Link,handfoxy,"Taiwan, Province of China",Twitter
464,twitter.com/yfcoap,False,False,2022,Qtr 2,May,9,Lifebuoy FC,Vietnam,No Description,39.0,True,No Link,handfoxy,"Taiwan, Province of China",Twitter
465,twitter.com/anayUK,False,False,2021,Qtr 4,December,31,Lifebuoy Ghana,Accra Ghana,Has Description,827.0,True,Has Link,dualjape,Thailand,Twitter
466,twitter.com/anayUK,False,False,2022,Qtr 1,January,31,Lifebuoy Ghana,Accra Ghana,Has Description,823.0,True,Has Link,dualjape,Thailand,Twitter
467,twitter.com/anayUK,False,False,2022,Qtr 2,May,9,Lifebuoy Ghana,Accra Ghana,Has Description,819.0,True,Has Link,dualjape,Thailand,Twitter
468,twitter.com/ypkynx,False,False,2021,Qtr 4,December,31,Lifebuoy Pakistan,Vietnam,No Description,772.0,True,Has Link,ironsoft,Ukraine,Twitter
469,twitter.com/ypkynx,False,False,2022,Qtr 1,January,31,Lifebuoy Pakistan,Vietnam,No Description,770.0,True,Has Link,ironsoft,Ukraine,Twitter
470,twitter.com/ypkynx,False,False,2022,Qtr 2,May,9,Lifebuoy Pakistan,Vietnam,No Description,766.0,True,Has Link,ironsoft,Ukraine,Twitter
471,twitter.com/yphyZA,False,False,2021,Qtr 4,December,31,Lifebuoy Philippines,Vietnam,No Description,2.0,False,No Link,aquapeak,Turkey,Twitter
472,twitter.com/yphyZA,False,False,2022,Qtr 1,January,31,Lifebuoy Philippines,Vietnam,No Description,2.0,False,No Link,aquapeak,Turkey,Twitter
473,twitter.com/yphyZA,False,False,2022,Qtr 2,May,9,Lifebuoy Philippines,Vietnam,No Description,2.0,False,No Link,aquapeak,Turkey,Twitter
474,twitter.com/yUKesg,True,True,2021,Qtr 4,December,31,Lifebuoy UK & IE,United Kingdom,Has Description,1490.0,True,Has Link,ironsoft,Uruguay,Twitter
475,twitter.com/yUKesg,True,True,2022,Qtr 1,January,31,Lifebuoy UK & IE,United Kingdom,Has Description,1440.0,True,Has Link,ironsoft,Uruguay,Twitter
476,twitter.com/yUKesg,True,True,2022,Qtr 2,May,9,Lifebuoy UK & IE,United Kingdom,Has Description,2921.0,True,Has Link,ironsoft,Uruguay,Twitter
477,twitter.com/yZAeru,False,False,2021,Qtr 4,December,31,LifebuoyZA,Vietnam,Has Description,2359.0,True,No Link,aquapeak,Vietnam,Twitter
478,twitter.com/yZAeru,False,False,2022,Qtr 1,January,31,LifebuoyZA,Vietnam,Has Description,2347.0,True,No Link,aquapeak,Vietnam,Twitter
479,twitter.com/yZAeru,False,False,2022,Qtr 2,May,9,LifebuoyZA,Vietnam,Has Description,2352.0,True,No Link,aquapeak,Vietnam,Twitter
480,twitter.com/ynxana,True,True,2021,Qtr 4,December,31,Lynx,UK,Has Description,58375.0,True,Has Link,germanrosy,Brazil,Twitter
481,twitter.com/ynxana,True,True,2022,Qtr 1,January,31,Lynx,UK,Has Description,58637.0,True,Has Link,germanrosy,Brazil,Twitter
482,twitter.com/ynxana,True,True,2022,Qtr 2,May,9,Lynx,UK,Has Description,59373.0,True,Has Link,germanrosy,Brazil,Twitter
483,twitter.com/ile,False,False,2021,Qtr 4,December,31,michele khan,Vietnam,No Description,8.0,False,No Link,bassvest,South Africa,Twitter
484,twitter.com/ile,False,False,2022,Qtr 1,January,31,michele khan,Vietnam,No Description,8.0,False,No Link,bassvest,South Africa,Twitter
485,twitter.com/ile,False,False,2022,Qtr 2,May,9,michele khan,Vietnam,No Description,8.0,False,No Link,bassvest,South Africa,Twitter
486,twitter.com/ana_bo,False,False,2021,Qtr 4,December,31,Pepsodent Ghana,Vietnam,Has Description,3510.0,True,Has Link,aquapeak,Philippines,Twitter
487,twitter.com/ana_bo,False,False,2022,Qtr 1,January,31,Pepsodent Ghana,Vietnam,Has Description,3495.0,True,Has Link,aquapeak,Philippines,Twitter
488,twitter.com/ana_bo,False,False,2022,Qtr 2,May,9,Pepsodent Ghana,Vietnam,Has Description,3574.0,True,Has Link,aquapeak,Philippines,Twitter
489,twitter.com/dia_el,False,False,2021,Qtr 4,December,31,Pepsodent India,India,No Description,850.0,True,Has Link,germanrosy,Vietnam,Twitter
490,twitter.com/dia_el,False,False,2022,Qtr 1,January,31,Pepsodent India,India,No Description,849.0,True,Has Link,germanrosy,Vietnam,Twitter
491,twitter.com/dia_el,False,False,2022,Qtr 2,May,9,Pepsodent India,India,No Description,844.0,True,Has Link,germanrosy,Vietnam,Twitter
492,twitter.com/nya_de,False,False,2021,Qtr 4,December,31,Pepsodent Kenya,Kenya,Has Description,1267.0,True,Has Link,handfoxy,United Kingdom of Great Britain and Northern Island,Twitter
493,twitter.com/nya_de,False,False,2022,Qtr 1,January,31,Pepsodent Kenya,Kenya,Has Description,1264.0,True,Has Link,handfoxy,United Kingdom of Great Britain and Northern Island,Twitter
494,twitter.com/nya_de,False,False,2022,Qtr 2,May,9,Pepsodent Kenya,Kenya,Has Description,1257.0,True,Has Link,handfoxy,United Kingdom of Great Britain and Northern Island,Twitter
495,twitter.com/tng_id,False,False,2021,Qtr 4,December,31,Pepsodent Nigeria,Vietnam,Has Description,3476.0,True,Has Link,handfoxy,Canada,Twitter
496,twitter.com/tng_id,False,False,2022,Qtr 1,January,31,Pepsodent Nigeria,Vietnam,Has Description,3475.0,True,Has Link,handfoxy,Canada,Twitter
497,twitter.com/tng_id,False,False,2022,Qtr 2,May,9,Pepsodent Nigeria,Vietnam,Has Description,3478.0,True,Has Link,handfoxy,Canada,Twitter
498,twitter.com/_idARG,True,True,2021,Qtr 4,December,31,Rexona,Indonesia,Has Description,21912.0,True,Has Link,bassvest,Argentina,Twitter
499,twitter.com/_idARG,True,True,2022,Qtr 1,January,31,Rexona,Indonesia,Has Description,21895.0,True,Has Link,bassvest,Argentina,Twitter
500,twitter.com/_idARG,True,True,2022,Qtr 2,May,9,Rexona,Indonesia,Has Description,21849.0,True,Has Link,bassvest,Argentina,Twitter
501,twitter.com/MDAaMx,False,False,2021,Qtr 4,December,31,Rexona,Vietnam,Has Description,3062.0,True,Has Link,dualjape,China,Twitter
502,twitter.com/MDAaMx,False,False,2022,Qtr 1,January,31,Rexona,Vietnam,Has Description,3060.0,True,Has Link,dualjape,China,Twitter
503,twitter.com/MDAaMx,False,False,2022,Qtr 2,May,9,Rexona,Vietnam,Has Description,3045.0,True,Has Link,dualjape,China,Twitter
504,twitter.com/anluay,False,False,2021,Qtr 4,December,31,Rexona,Vietnam,Has Description,18.0,False,Has Link,techfond,France,Twitter
505,twitter.com/anluay,False,False,2022,Qtr 1,January,31,Rexona,Vietnam,Has Description,18.0,False,Has Link,techfond,France,Twitter
506,twitter.com/anluay,False,False,2022,Qtr 2,May,9,Rexona,Vietnam,Has Description,18.0,False,Has Link,techfond,France,Twitter
507,twitter.com/biaaea,True,True,2021,Qtr 4,December,31,Rexona Arabia,Vietnam,Has Description,23822.0,True,No Link,aquapeak,Bangladesh,Twitter
508,twitter.com/biaaea,True,True,2022,Qtr 1,January,31,Rexona Arabia,Vietnam,Has Description,23808.0,True,No Link,aquapeak,Bangladesh,Twitter
509,twitter.com/biaaea,True,True,2022,Qtr 2,May,9,Rexona Arabia,Vietnam,Has Description,23740.0,True,No Link,aquapeak,Bangladesh,Twitter
510,twitter.com/ARGesp,False,False,2021,Qtr 4,December,31,Rexona Argentina,Vietnam,Has Description,11456.0,True,Has Link,aquapeak,Belgium,Twitter
511,twitter.com/ARGesp,False,False,2022,Qtr 1,January,31,Rexona Argentina,Vietnam,Has Description,11445.0,True,Has Link,aquapeak,Belgium,Twitter
512,twitter.com/ARGesp,False,False,2022,Qtr 2,May,9,Rexona Argentina,Vietnam,Has Description,11429.0,True,Has Link,aquapeak,Belgium,Twitter
513,twitter.com/aauana,True,True,2021,Qtr 4,December,31,Rexona Australia,Australia,Has Description,3708.0,True,Has Link,dualjape,"Bolivia, Plurinational State of",Twitter
514,twitter.com/aauana,True,True,2022,Qtr 1,January,31,Rexona Australia,Australia,Has Description,3693.0,True,Has Link,dualjape,"Bolivia, Plurinational State of",Twitter
515,twitter.com/aauana,True,True,2022,Qtr 2,May,9,Rexona Australia,Australia,Has Description,3685.0,True,Has Link,dualjape,"Bolivia, Plurinational State of",Twitter
516,twitter.com/_bo_ph,False,False,2021,Qtr 4,December,31,Rexona Bolivia,Vietnam,No Description,97.0,True,No Link,vandawn,United States of America,Twitter
517,twitter.com/_bo_ph,False,False,2022,Qtr 1,January,31,Rexona Bolivia,Vietnam,No Description,97.0,True,No Link,vandawn,United States of America,Twitter
518,twitter.com/_bo_ph,False,False,2022,Qtr 2,May,9,Rexona Bolivia,Vietnam,No Description,97.0,True,No Link,vandawn,United States of America,Twitter
519,twitter.com/_desia,True,True,2021,Qtr 4,December,31,Rexona Deutschland,"Hamburg, Germany",Has Description,135.0,True,Has Link,ironsoft,United States of America,Twitter
520,twitter.com/_desia,True,True,2022,Qtr 1,January,31,Rexona Deutschland,"Hamburg, Germany",Has Description,134.0,True,Has Link,ironsoft,United States of America,Twitter
521,twitter.com/_desia,True,True,2022,Qtr 2,May,9,Rexona Deutschland,"Hamburg, Germany",Has Description,134.0,True,Has Link,ironsoft,United States of America,Twitter
522,twitter.com/_elbia,False,False,2021,Qtr 4,December,31,Rexona El Salvador,Vietnam,Has Description,9.0,True,No Link,handfoxy,United States of America,Twitter
523,twitter.com/_elbia,False,False,2022,Qtr 1,January,31,Rexona El Salvador,Vietnam,Has Description,10.0,True,No Link,handfoxy,United States of America,Twitter
524,twitter.com/_elbia,False,False,2022,Qtr 2,May,9,Rexona El Salvador,Vietnam,Has Description,10.0,True,No Link,handfoxy,United States of America,Twitter
525,twitter.com/espnfr,True,True,2021,Qtr 4,December,31,Rexona España,Vietnam,Has Description,6455.0,True,Has Link,carslord,Canada,Twitter
526,twitter.com/espnfr,True,True,2022,Qtr 1,January,31,Rexona España,Vietnam,Has Description,6441.0,True,Has Link,carslord,Canada,Twitter
527,twitter.com/espnfr,True,True,2022,Qtr 2,May,9,Rexona España,Vietnam,Has Description,6383.0,True,Has Link,carslord,Canada,Twitter
528,twitter.com/ananPy,False,False,2021,Qtr 4,December,31,Rexona Ghana,Ghana,Has Description,2821.0,True,Has Link,germanrosy,Chile,Twitter
529,twitter.com/ananPy,False,False,2022,Qtr 1,January,31,Rexona Ghana,Ghana,Has Description,2817.0,True,Has Link,germanrosy,Chile,Twitter
530,twitter.com/ananPy,False,False,2022,Qtr 2,May,9,Rexona Ghana,Ghana,Has Description,2804.0,True,Has Link,germanrosy,Chile,Twitter
531,twitter.com/aeanec,False,False,2021,Qtr 4,December,31,Rexona Kenya,Kenya,Has Description,1712.0,True,Has Link,handfoxy,Bulgaria,Twitter
532,twitter.com/aeanec,False,False,2022,Qtr 1,January,31,Rexona Kenya,Kenya,Has Description,1711.0,True,Has Link,handfoxy,Bulgaria,Twitter
533,twitter.com/aeanec,False,False,2022,Qtr 2,May,9,Rexona Kenya,Kenya,Has Description,1700.0,True,Has Link,handfoxy,Bulgaria,Twitter
534,twitter.com/diadal,False,False,2021,Qtr 4,December,31,Rexona Men Ecuador,Ecuador,Has Description,55.0,True,Has Link,carslord,Singapore,Twitter
535,twitter.com/necang,False,False,2022,Qtr 2,May,9,Rexona Men Ecuador,Ecuador,Has Description,55.0,True,Has Link,techfond,Colombia,Twitter
536,twitter.com/nfranl,False,False,2021,Qtr 4,December,31,Rexona Men France,France,Has Description,382.0,True,Has Link,carslord,Croatia,Twitter
537,twitter.com/nfranl,False,False,2022,Qtr 1,January,31,Rexona Men France,France,Has Description,382.0,True,Has Link,carslord,Croatia,Twitter
538,twitter.com/nfranl,False,False,2022,Qtr 2,May,9,Rexona Men France,France,Has Description,384.0,True,Has Link,carslord,Croatia,Twitter
539,twitter.com/nPyska,False,False,2021,Qtr 4,December,31,Rexona Men Paraguay,"Asunción, Paraguay",Has Description,7739.0,True,Has Link,weiwind,Czechia,Twitter
540,twitter.com/nPyska,False,False,2022,Qtr 1,January,31,Rexona Men Paraguay,"Asunción, Paraguay",Has Description,7725.0,True,Has Link,weiwind,Czechia,Twitter
